,release_date,genres,id
115796,2015,"['Indie', 'RPG', 'Strategy', 'Dragons', 'Fantasy', 'Turn-Based']",347104
115797,2015,"['Indie', 'RPG', 'Strategy', 'Fantasy', 'Dragons', 'Turn-Based']",347105
115798,2015,"['Strategy', 'RPG', 'Indie', 'Fantasy', 'Sandbox', 'Turn-Based Combat', 'Software', 'Utilities', 'Game Development']",347102
115799,2015,"['Casual', 'Strategy', 'Indie']",346080
115800,2015,"['Strategy', 'RPG', 'Indie', 'Turn-Based', 'Story Rich', 'Sandbox', 'Online Co-Op', 'Sci-fi', 'Military', 'Futuristic', 'Modern', 'Software', 'Party-Based RPG', 'Game Development', 'Utilities']",347100
115801,2015,"['Early Access', 'Indie', 'Action', 'Strategy', 'Casual', 'Simulation', 'Zombies', 'Survival', 'Survival Horror']",305660
115802,2014,"['Hidden Object', 'Adventure', 'Casual', 'Point & Click', 'Female Protagonist', 'Puzzle', 'Pirates', 'Mystery', 'Fantasy', 'Singleplayer', '2D', 'Story Rich', 'Family Friendly', 'Atmospheric', 'Great Soundtrack', 'Indie', 'Horror']",284810
115803,2015,"['Action', 'Indie', 'Dinosaurs']",344290
115804,2011,"['Visual Novel', 'Indie', 'Adventure', 'Casual', 'Horror', 'Anime', 'Female Protagonist', 'Otome']",335660
115805,2015,"['Adventure', 'Indie', 'Superhero', 'Point & Click', 'Comedy', 'Comic Book']",336730
115806,2015,"['Adventure', 'Indie', 'Casual', 'Simulation']",336460
115807,2015,"['Early Access', 'Action', 'Indie', 'RPG', 'Local Multiplayer', '4 Player Local', 'Local Co-Op', 'Pixel Graphics', 'Class-Based', 'Arcade', 'Colorful', 'Procedural Generation', 'Top-Down', '2D', 'Competitive', 'Fantasy', 'Swordplay', 'Anime', 'Replay Value', 'Fighting']",340440
115808,2015,"['Adventure', 'Indie', 'Point & Click', 'Superhero', 'Comedy', 'Comic Book']",331760
115809,2015,"['Adventure', 'Indie', 'Point & Click', 'Superhero', 'Comedy', 'Comic Book']",336710
115810,2015,"['Strategy', 'Simulation', 'World War I', 'Grand Strategy', 'Historical', 'Indie', 'War', 'Turn-Based Strategy', 'Moddable', 'Sandbox', 'Singleplayer', 'Multiplayer', 'Military', 'Open World', 'Replay Value', 'Education']",279140
115811,2015,"['Anime', 'JRPG', 'Female Protagonist', 'Cute', 'RPG', 'Singleplayer', 'Comedy', 'Funny', 'Turn-Based', 'Great Soundtrack', 'Visual Novel', 'Nudity', 'Strategy', 'Turn-Based Combat', 'Story Rich', 'Adventure', 'Memes', 'Action', 'Sci-fi', 'Casual']",282900
115812,2015,"['Strategy', 'RPG']",319018
115813,2015,"['Strategy', 'RPG']",319011
115814,2015,"['RPG', 'Strategy']",319016
115815,2015,"['RPG', 'Strategy']",319015
115816,2015,"['RPG', 'Strategy']",319014
115817,2015,"['Story Rich', 'Choices Matter', 'Great Soundtrack', 'Time Travel', 'Female Protagonist', 'Atmospheric', 'Episodic', 'Singleplayer', 'Adventure', 'Time Manipulation', 'Mystery', 'Multiple Endings', 'Third Person', 'Point & Click', 'Indie', 'Walking Simulator', 'Casual', 'Action', 'Memes', 'Short']",319630
115818,2015,"['RPG', 'Strategy']",319013
115819,2015,"['RPG', 'Strategy', 'Anime']",319000
115820,2015,"['RPG', 'Strategy']",319010
115821,2015,"['Anime', 'Action', 'Adventure', 'Female Protagonist', 'Cute', 'RPG', 'Indie', 'Casual', 'Puzzle', '3D Platformer', 'Singleplayer']",333250
115822,2015,"['Action', 'Zombies', 'Dark Humor', 'Mature', 'Nudity', 'FPS', 'Comedy']",262190
115823,2015,"['Indie', 'Action']",338260
115824,2015,"['Indie', 'Anime', 'Visual Novel', 'Puzzle', 'Puzzle-Platformer']",343580
115825,2015,"['Indie', 'Casual', 'Platformer', 'Retro', 'Singleplayer', 'Aliens', 'Action', 'Adventure']",343250
115826,2015,"['Simulation', 'Trains', 'Realistic', 'Open World', 'Sandbox', 'Physics', 'Atmospheric', 'Family Friendly', 'TrackIR', 'Co-op']",277755
115827,2014,"['Action', 'Indie', ""Shoot 'Em Up"", 'Twin Stick Shooter']",334840
115828,2015,"['Free to Play', 'Massively Multiplayer', 'Multiplayer', 'Funny', 'Platformer', '2D', 'Casual', 'Adventure', 'Racing', 'Indie', 'Survival', 'Mouse only', 'Strategy', 'Cute', 'Online Co-Op', 'Action', 'Family Friendly', 'Co-op', 'Comedy', 'Puzzle']",335240
115829,2013,"['RPG', 'Indie']",343380
115830,2013,"['RPG', 'Indie', 'Wrestling', 'Choose Your Own Adventure', 'Text-Based', 'Interactive Fiction']",343370
115831,2015,"['Early Access', 'Survival', 'Base Building', 'Sci-fi', 'Action', 'First-Person', 'Strategy', 'Sandbox', 'Adventure', 'Indie', 'Open World', 'Building', 'Shooter', 'Multiplayer', 'Singleplayer', 'Physics', 'Tower Defense', 'FPS', 'Space', 'Co-op']",259570
115832,2015,"['Local Multiplayer', 'Action', 'Indie', 'Great Soundtrack', 'Mechs', '4 Player Local']",341530
115833,2015,['Simulation'],295162
115834,2015,['Simulation'],343952
115835,2015,"['Indie', 'Casual']",323020
115836,2015,"['Strategy', 'RPG', 'Indie', 'Casual']",345470
115837,2015,"['Simulation', 'Action', 'Indie', 'Sci-fi', 'Flight']",342230
115838,2015,"['Early Access', 'Building', 'Sandbox', 'Physics', 'Destruction', 'Medieval', 'Singleplayer', 'Simulation', 'Strategy', 'Indie', 'Funny', 'Puzzle', 'Blood', 'Action', 'Open World', 'Third Person', 'Casual', 'Gore', 'Adventure', 'Multiplayer']",346010
115839,2015,"['Free to Play', 'Multiplayer', 'Robots', 'Action', 'Shooter', 'Tanks', 'Building', 'PvP', 'Third Person', 'War', 'Massively Multiplayer', 'Sandbox', 'Indie', 'Strategy', 'Open World', 'Funny', 'Simulation', 'FPS', 'Adventure', 'Singleplayer']",214420
115840,2015,"['Simulation', 'Indie']",347010
115841,2015,"['Strategy', 'Indie', 'Simulation', 'Turn-Based', 'Board Game', 'Post-apocalyptic', 'Turn-Based Strategy', 'Zombies', 'Turn-Based Tactics']",346320
115842,2015,"['Strategy', 'Classic', 'Turn-Based Strategy', 'Fantasy', 'Multiplayer', 'Great Soundtrack', 'Atmospheric', 'RPG', 'Turn-Based', 'Singleplayer', 'Remake', 'Co-op', 'Adventure', 'Replay Value', 'Retro', 'Action', 'Local Multiplayer', 'Local Co-Op', 'Magic', 'Online Co-Op']",297000
115843,2015,"['Indie', 'Great Soundtrack', 'Physics', 'Female Protagonist', 'Atmospheric', 'Story Rich', 'Adventure', 'Puzzle']",251490
115844,2015,"['Adventure', 'Indie', 'Point & Click', 'Noir', 'Difficult', 'Pixel Graphics', '1980s', 'First-Person']",343830
115845,2015,"['Adventure', 'Indie', 'Point & Click', 'Horror', 'Atmospheric', 'Dark', 'Mystery', 'Difficult', 'Pixel Graphics', 'Classic', 'First-Person', '1980s']",343810
115846,2012,"['Free to Play', 'Adventure', 'Indie', 'Casual', 'Short', 'Point & Click', 'Puzzle', 'Singleplayer', 'Horror', 'Atmospheric', '2D', 'Relaxing', 'Dark']",346250
115847,2015,"['Adventure', 'Indie', 'Point & Click', 'Classic', 'Difficult', 'Pixel Graphics', 'Dark Fantasy', '1980s', 'Gothic', 'Atmospheric', 'First-Person']",343800
115848,2015,"['Adventure', 'Indie', 'Detective', 'Noir', 'Point & Click', 'Crime', 'Mystery', 'Classic', '1980s', 'Pixel Graphics', 'Atmospheric', 'First-Person']",343820
115849,2012,"['Action', 'Indie', ""Beat 'em up"", 'Anime', 'Female Protagonist', 'Comedy', 'Arcade', 'Character Action Game', 'Retro', 'Difficult']",341440
115850,2015,"['Action', 'Adventure', 'RPG', 'Massively Multiplayer', 'Indie', 'Free to Play']",270870
115851,2015,"['Story Rich', 'Quick-Time Events', 'Adventure', 'Atmospheric', 'Singleplayer', 'Mystery', 'Nudity', 'Choices Matter', 'Action', 'Horror', 'Detective', 'Cinematic', 'Classic', 'Mature', 'Remake', 'Supernatural', 'Noir', 'Great Soundtrack', 'RPG', 'Female Protagonist']",312840
115852,2015,"['RPG', 'Massively Multiplayer', 'Indie', 'Action', 'Adventure', 'Free to Play']",270871
115853,2015,"['RPG', 'Indie', 'Strategy', 'Utilities', 'Zombies', 'Turn-Based', 'Story Rich', 'Sandbox', 'Online Co-Op', 'World War II', 'Alternate History', 'Software', 'Party-Based RPG', 'Game Development', 'Werewolves']",346660
115854,2015,"['Animation & Modeling', 'Education', 'Software Training', 'Design & Illustration', 'Utilities']",337120
115855,2015,"['Zombies', 'Survival', 'Open World', 'Parkour', 'Co-op', 'Action', 'Multiplayer', 'First-Person', 'Horror', 'Gore', 'Survival Horror', 'Crafting', 'FPS', 'Adventure', 'Atmospheric', 'Shooter', 'Singleplayer', 'RPG', 'Stealth', 'Sandbox']",239140
115857,2015,"['Strategy', 'Indie', 'Rogue-like', 'Hacking', 'Cyberpunk']",274700
115858,2015,"['Free to Play', 'Massively Multiplayer', 'Sandbox', 'Pixel Graphics', 'RPG', 'Indie', 'Adventure', 'Building', 'Action', 'Multiplayer', '2D', 'Open World', 'Retro', 'MMORPG', 'PvP', 'Survival', 'Online Co-Op', 'Funny', 'Co-op', 'Zombies']",250420
115859,2015,"['Action', 'Zombies', 'Parkour', 'Open World', 'Survival', 'Multiplayer', 'RPG', 'Co-op', 'First-Person', 'FPS', 'Singleplayer', 'Adventure', 'Gore', 'Crafting', 'Horror', 'Shooter', 'Free to Play']",335810
115860,2015,"['Adventure', 'Action']",324342
115861,2015,"['Adventure', 'Classic', 'Point & Click', 'Comedy', 'Story Rich', 'Noir', 'Cult Classic', 'Great Soundtrack', 'Singleplayer', 'Remake', 'Atmospheric', 'Puzzle', 'Retro', 'Funny', 'Dark Humor', ""1990's"", 'Indie', 'Third Person', 'Open World', 'Difficult']",316790
115862,2015,"['Action', 'Adventure', 'Indie', 'Retro', 'Pixel Graphics', 'Anime']",346450
115863,2015,"['RPG', 'Indie', 'Action', 'Action RPG', 'Open World', 'RPGMaker']",335770
115864,2015,"['Indie', 'Casual']",346650
115865,2015,"['Casual', 'Simulation']",342755
115866,2015,['Strategy'],341810
115867,2015,"['Casual', 'Simulation']",342756
115868,2015,"['Action', 'Indie', 'Casual', ""Shoot 'Em Up"", 'Procedural Generation']",334140
115869,2015,"['Indie', 'Casual', 'Point & Click']",336020
115870,2017,"['Indie', ""Shoot 'Em Up"", 'Retro', 'Action', 'Bullet Hell', 'Arcade', 'Pixel Graphics', 'Difficult']",345860
115871,2015,"['Sports', 'Indie', 'Local Multiplayer', 'Competitive', 'Controller', 'Multiplayer', 'e-sports', 'Great Soundtrack']",337960
115872,2015,"['Strategy', 'Action', 'Adventure', 'RPG', 'Simulation', 'Match 3', 'Casual']",341470
115873,2015,"['Anime', ""Beat 'em up"", 'Action', 'Cute', 'Pixel Graphics', 'Female Protagonist', 'Local Co-Op', 'Side Scroller', 'Hack and Slash', 'Co-op', '2D', 'Retro', '4 Player Local', 'Great Soundtrack', 'Fighting', 'Multiplayer', 'Arcade', 'Local Multiplayer', 'Nudity']",329490
115874,2015,"['RPG', 'Indie', 'Perma Death', 'Comic Book', 'Turn-Based Combat']",333730
115875,2015,"['Adventure', 'RPG', 'Indie', 'Casual', 'Music', 'Soundtrack']",339770
115876,2015,"['Indie', 'Action', 'Adventure', 'Horror', 'Comedy']",345280
115877,2015,"['Strategy', 'RPG', 'Indie']",346311
115878,2015,"['Early Access', 'Free to Play', 'Strategy', 'City Builder', 'Indie', 'Singleplayer', 'Classic', 'Rome']",327640
115879,2015,"['Strategy', 'RPG', 'Indie']",346310
115880,2015,['Simulation'],339380
115881,2015,"['Strategy', 'RPG', 'Indie', 'Turn-Based', 'Board Game']",342860
115882,2015,['Simulation'],343950
115883,2015,"['Strategy', 'Simulation', 'Indie', 'Space', 'Turn-Based', 'Hex Grid', 'Sci-fi', 'Tactical', 'Turn-Based Strategy', 'Difficult']",342500
115884,2015,['Simulation'],295178
115885,2015,"['Adventure', 'Action', 'LEGO', 'Batman', 'Free to Play']",327174
115886,2015,"['Strategy', 'Indie', 'Action']",344510
115887,2015,['Simulation'],295177
115888,2013,"['Indie', 'Strategy', 'Zombies', 'Action', 'Survival', 'Multiplayer', 'Singleplayer', 'Top-Down', 'Crafting', 'Post-apocalyptic', 'Procedural Generation', 'Real Time Tactics', '2D']",258050
115889,2015,"['Strategy', 'RPG']",319017
115890,2014,"['Action', 'Casual', 'Free to Play']",343760
115891,2015,"['Adventure', 'Casual', 'Point & Click']",336780
115892,2015,"['Anime', 'Casual', 'Board Game', 'Mature']",338060
115893,2015,"['Simulation', 'Trains', 'Open World', 'Sandbox', 'Physics', 'Atmospheric', 'Realistic', 'Family Friendly', 'TrackIR']",258668
115894,2015,"['Simulation', 'Trains', 'Open World', 'Sandbox', 'Realistic', 'Co-op', 'Family Friendly', 'TrackIR', 'Physics', 'Atmospheric']",277730
115895,2015,"['Free to Play', 'Trading Card Game', 'Strategy', 'Multiplayer', 'Fantasy', 'PvP', 'PvE', 'Card Game']",330000
115896,2010,"['Strategy', 'Simulation', 'World War II', 'Hex Grid', 'Wargame', 'Turn-Based', 'Turn-Based Strategy', 'Singleplayer', 'Multiplayer', 'Replay Value', 'Grand Strategy']",337760
115897,2015,"['Action', 'Free to Play']",338882
115898,2015,"['Adventure', 'Point & Click']",297070
115899,2015,"['Strategy', 'Simulation', 'Action', 'Space', 'Adventure', 'Indie', 'Sci-fi', 'RTS', 'Space Sim']",259660
115900,2015,"['Action', 'Open World', 'Comedy', 'Co-op', 'Third Person', 'Funny', 'Demons', 'Adventure', 'Third-Person Shooter', 'Multiplayer', 'Singleplayer', 'Sandbox', 'Shooter', 'Atmospheric', 'Dark Humor', 'Female Protagonist', 'Online Co-Op', 'Mature', 'Gore', 'First-Person']",301910
115901,2015,"['Adventure', 'Indie', 'Casual', 'Platformer', 'Puzzle']",332580
115902,2015,"['Free to Play', 'Indie', 'RPG', 'Action', 'Strategy', 'Multiplayer', 'Trading Card Game']",336040
115903,2015,"['RPG', 'Strategy', 'Turn-Based', 'Adventure', 'Indie', 'Fantasy', 'Turn-Based Combat', 'Singleplayer', 'Turn-Based Strategy', 'Female Protagonist', 'Tactical', 'Dark Fantasy']",314830
115904,2015,"['Strategy', 'Action', 'Adventure', 'Indie', 'Simulation']",344490
115905,2015,"['Action', 'Adventure', 'Indie', 'Music', 'Soundtrack']",345150
115906,2015,"['RPG', 'Comedy', 'Turn-Based', 'Cartoony', '2D', 'Singleplayer', 'Retro', 'Indie', 'JRPG']",258910
115907,2015,"['Casual', 'Simulation']",342750
115908,2015,"['Casual', 'Simulation']",342751
115909,2015,"['Casual', 'Simulation']",342752
115910,2015,"['Casual', 'Simulation']",342753
115912,2015,"['Casual', 'Simulation']",342754
115913,2015,"['Action', 'Adventure']",324332
115914,2015,['Action'],331068
115915,2015,['Action'],331069
115916,2015,['Action'],331062
115917,2015,"['Free to Play', 'Action', 'Indie', 'Bullet Hell', ""Shoot 'Em Up"", 'Arcade', 'Space', 'Retro', 'Twin Stick Shooter', 'Singleplayer']",338000
115918,2015,['Action'],331066
115919,2015,"['Indie', 'Racing', 'Action', 'Great Soundtrack']",335090
115920,2015,"['Casual', 'Action', 'Indie', 'On-Rails Shooter', 'Music']",340480
115921,2013,"['Action', 'Sports', 'Hunting']",328670
115922,2015,"['Indie', 'Casual']",331520
115923,2015,"['Indie', 'Adventure', 'Casual', '2D', 'Underwater', 'Side Scroller', 'Platformer']",338050
115924,2015,"['Indie', 'Casual', 'Simulation', 'Puzzle', 'Physics']",340200
115925,2015,"['Strategy', 'RPG', 'Indie', 'Simulation']",344470
115926,2013,"['Indie', 'Adventure', 'Horror', 'Anime', 'Comedy', 'Psychological Horror']",343270
115927,2011,"['Visual Novel', 'Anime', 'Adventure', 'Indie', 'Simulation', 'Otome', 'Casual', 'Female Protagonist']",337940
115928,2015,"['Adventure', 'Casual', 'Family Friendly', 'Indie', 'Memes', 'Singleplayer', 'Cute', 'Story Rich', 'Point & Click', 'Great Soundtrack']",340310
115929,2015,"['Simulation', 'Racing', 'Sports']",317080
115930,2014,"['RPG', 'Indie', 'Adventure', 'Visual Novel', 'Female Protagonist', 'Romance', 'Anime', 'Fantasy']",333390
115931,2014,"['Adventure', 'RPG', 'Indie']",333710
115932,2015,"['Adventure', 'Casual', 'Hidden Object', 'Puzzle', 'Point & Click', 'Mystery', 'Indie', 'Atmospheric']",320610
115933,2015,"['Arcade', ""Beat 'em up"", 'Retro', 'Fighting', 'Local Co-Op', 'Action', 'Remake', 'Cult Classic', 'Classic', '2D', 'Co-op', 'Side Scroller']",314150
115934,2015,"['Indie', 'Procedural Generation', 'Rogue-like', 'Turn-Based Tactics', 'Puzzle', 'Education', 'Psychedelic', 'Local Co-Op']",342610
115935,2015,['Action'],331067
115936,2015,['Action'],331064
115937,2015,['Action'],331063
115938,2015,['Action'],331065
115939,2015,['Action'],331060
115940,2015,['Action'],331072
115941,2015,['Action'],331061
115942,2015,['Action'],333088
115943,2015,['Action'],333080
115944,2015,['Action'],333087
115945,2015,['Action'],333083
115946,2015,['Action'],282514
115947,2015,"['Indie', 'Casual', 'Adventure', 'Short']",339470
115948,2015,"['Simulation', 'Indie', 'RPG']",341700
115949,2015,['Action'],334221
115950,2015,"['Action', 'Adventure']",338620
115951,2015,"['Episodic', 'Game Development', 'Documentary']",347350
115952,2015,"['Casual', 'Simulation']",295094
115953,2015,"['Casual', 'Simulation']",295096
115954,2015,"['Casual', 'Simulation']",295095
115955,2015,"['Casual', 'Simulation']",295098
115956,2015,"['Casual', 'Simulation']",295097
115957,2015,"['Action', 'Adventure']",313380
115958,2015,"['Casual', 'Simulation']",295099
115959,2015,"['RPG', 'Indie', 'Action', 'Pixel Graphics', 'Fantasy', 'Co-op', 'Adventure', 'Singleplayer', 'Funny', 'Action RPG']",333330
115960,2012,"['Visual Novel', 'Casual', 'Adventure', 'Indie', 'Anime', 'Horror']",342360
115961,2015,"['Action', 'Adventure', 'Batman', 'LEGO']",330860
115962,2015,"['Action', 'Adventure']",327175
115963,2015,['Simulation'],342000
115964,2014,"['Indie', 'Anime', 'Puzzle', 'Visual Novel', 'Short', 'Singleplayer']",340800
115965,2015,"['Indie', 'Casual', 'Simulation', 'Management', 'Strategy']",318260
115966,2015,"['Free to Play', 'MMORPG', 'Pixel Graphics', 'Multiplayer', 'Massively Multiplayer', 'Adventure', 'Co-op', 'Action', 'Singleplayer', 'Bullet Hell', 'Anime', '2D']",335150
115967,2015,"['Early Access', 'Strategy', 'Multiplayer', 'Mechs', 'Singleplayer']",335940
115968,2015,"['Design & Illustration', 'Web Publishing']",332293
115969,2015,"['Design & Illustration', 'Web Publishing']",332292
115970,2015,"['Design & Illustration', 'Web Publishing']",332290
115971,2015,"['Design & Illustration', 'Web Publishing']",321100
115972,2015,"['Design & Illustration', 'Web Publishing']",333091
115973,2015,"['Design & Illustration', 'Web Publishing']",332291
115974,2015,"['Casual', 'Adventure', 'Puzzle', 'Indie']",338110
115975,2015,"['RPG', 'Indie', 'RPGMaker']",340650
115976,2015,"['Indie', 'Action', 'Pixel Graphics', 'Puzzle', 'Match 3', 'Retro']",308440
115977,2015,"['Strategy', 'Indie', 'RTS', 'Grand Strategy', 'War']",322900
115978,2015,"['RPG', 'Action', 'Adventure', 'JRPG', 'Anime']",323450
115980,2015,['Strategy'],334740
115981,2015,"['Strategy', 'RPG']",329270
115982,2015,"['RPG', 'Strategy', 'Games Workshop', 'Turn-Based', 'Board Game', 'Fantasy', 'Singleplayer', 'Tactical', 'Turn-Based Tactics', 'Dungeon Crawler']",326670
115983,2013,"['Free to Play', 'Massively Multiplayer', 'Strategy', 'Anime', 'Space', 'Sci-fi']",306930
115984,2015,"['RPG', 'Indie', 'RPGMaker']",340400
115985,2015,"['RPG', 'Strategy', 'Indie', 'Party-Based RPG', 'Sandbox', 'Fantasy', 'Turn-Based']",342330
115986,2015,"['Action', 'Simulation', 'Flight', 'Indie', 'Arcade', 'World War II', 'Multiplayer']",304910
115987,2011,"['Adventure', 'Indie', 'Casual', 'Simulation']",335970
115988,2015,"['Strategy', 'Simulation', 'RPG']",306395
115989,2015,"['Early Access', 'Survival', 'Open World', 'Base Building', 'Sandbox', 'Multiplayer', 'Crafting', 'Space', 'Adventure', 'Action', 'Co-op', 'RPG', 'Sci-fi', 'Third Person', 'Indie', 'Shooter', 'Massively Multiplayer', 'Singleplayer', 'Futuristic', 'Procedural Generation']",332500
115990,2015,"['Indie', 'Puzzle', 'Minimalist', 'Casual']",340280
115991,2011,"['Visual Novel', 'Otome', 'Indie', 'Casual', 'Adventure', 'Simulation', 'Anime', 'Dating Sim', 'Female Protagonist']",335690
115992,2015,"['RPG', 'JRPG']",335420
115993,2015,['RPG'],338070
115994,2015,"['Simulation', 'Trains', 'Realistic', 'Family Friendly', 'TrackIR', 'Sandbox', 'Atmospheric', 'Open World', 'Physics', 'Co-op']",258663
115995,2015,['Simulation'],338100
115996,2013,"['Casual', 'Indie', 'Action']",339500
115997,2008,['Simulation'],338080
115998,2015,['Simulation'],325131
115999,2015,"['Action', 'Free to Play']",338661
116000,2014,"['Indie', 'RPG', 'Strategy', 'Rogue-like']",340600
116001,2015,"['Indie', 'Strategy', 'Action', 'Tower Defense', 'Fantasy']",333660
116002,2015,"['Action', 'Indie', 'Casual', 'Ninja', 'Funny']",340630
116003,2015,['Racing'],294260
116004,2015,"['Early Access', 'Strategy', 'Simulation', 'City Builder', 'Indie', 'Sci-fi', 'Management', 'Resource Management', 'Economy', 'Building', 'Singleplayer', 'Sandbox', 'Realistic', 'Atmospheric', 'Open World', 'Trading', 'Difficult', 'Relaxing', 'Casual', 'Base Building']",305940
116005,2013,"['Strategy', 'Indie']",340880
116006,2015,"['Casual', 'Simulation']",295087
116007,2015,"['Casual', 'Simulation']",295088
116008,2015,"['Free to Play', 'Indie', 'Casual', '2D', 'Strategy', 'Singleplayer', 'Tower Defense', 'Zombies', 'Funny']",340460
116009,2015,"['Casual', 'Simulation']",295090
116010,2015,"['Casual', 'Simulation']",295089
116011,2015,"['Casual', 'Simulation']",295091
116012,2014,"['Indie', 'Adventure', 'Horror', 'Simulation']",337880
116013,2014,"['Action', 'Free to Play', 'RPG', 'Massively Multiplayer']",328480
116014,2014,"['Indie', 'Action', 'Casual', 'Platformer', 'Side Scroller']",339000
116015,2014,"['Indie', 'Strategy', 'Building', 'Sandbox', 'Tactical', 'Turn-Based Tactics', 'Tower Defense', 'Multiplayer']",335100
116016,2014,"['Action', 'Indie']",338480
116017,2018,"['Early Access', 'RPG']",339820
116018,2014,"['Early Access', 'Action', 'RPG']",338840
116019,2014,"['Free to Play', 'RPG', 'Massively Multiplayer', 'MMORPG', 'Action', 'Open World', 'Multiplayer', 'Action RPG', 'Horror', 'Adventure']",337410
116020,2013,"['Otome', 'Dating Sim', 'Visual Novel', 'Simulation', 'Anime', 'Female Protagonist', 'Romance', 'Story Rich']",337930
116021,2013,"['Simulation', 'Otome']",339750
116022,2014,"['Action', 'Adventure', 'Indie']",339330
116023,2014,"['Adventure', 'Indie', 'Walking Simulator']",334980
116025,2014,"['FMV', 'Indie', 'Driving', 'Female Protagonist', 'Comedy', 'Casual', 'Action', 'Adventure', 'Silent Protagonist', 'Puzzle', 'Funny', 'Open World', 'Singleplayer']",303430
116026,2014,"['Early Access', 'RPG', 'Indie', 'Rogue-like']",333380
116027,2014,"['Early Access', 'Sandbox', 'Survival', 'Massively Multiplayer', 'RPG', 'Open World', 'Indie', 'Building', 'Crafting', 'MMORPG', 'Post-apocalyptic', 'Adventure', 'Multiplayer', 'Action', 'Fantasy', 'Simulation', 'Action-Adventure', 'Action RPG', 'Walking Simulator']",297470
116028,2014,"['Adventure', 'Indie', 'Simulation']",339870
116029,2014,"['RPG', 'Indie']",339360
116030,2014,"['Indie', 'Strategy', 'RPG', 'Space']",338830
116031,2014,"['Free to Play', 'Action']",311161
116032,2014,"['Action', 'Free to Play']",311162
116033,2014,"['Action', 'Free to Play']",311163
116034,2014,"['Action', 'Free to Play']",311164
116035,2014,"['Action', 'Strategy']",336100
116036,2014,"['Indie', 'Sports', 'Local Multiplayer', '4 Player Local']",277850
116037,2014,"['Indie', 'RPG', 'Great Soundtrack', 'RPGMaker', 'JRPG', '2D', 'Dark Fantasy', 'Turn-Based', 'Fantasy', 'Dark', 'Villain Protagonist', 'Turn-Based Combat', 'Episodic', 'Retro', 'Dark Humor', 'Party-Based RPG']",336280
116038,2014,"['Indie', 'Casual', 'Action']",331300
116039,2014,"['Design & Illustration', 'Animation & Modeling', 'Utilities']",304970
116040,2014,"['Strategy', 'Action', 'Casual']",339620
116041,2014,"['Casual', 'Hidden Object', 'Adventure', 'Indie', 'Point & Click', 'Puzzle', 'Singleplayer', 'Horror', 'Female Protagonist']",326190
116042,2014,"['Early Access', 'Massively Multiplayer', 'Sandbox', 'RPG', 'Sci-fi', 'Indie', 'Crafting', 'MMORPG', 'Open World', 'Multiplayer', 'PvP', 'PvE', 'Survival']",322300
116043,2014,"['Card Game', 'Strategy', 'Board Game', 'Indie', 'Superhero', 'Co-op', 'Singleplayer', 'Multiplayer']",337150
116044,2014,"['Strategy', 'Action', 'Adventure', 'RPG', 'Indie', 'Casual']",338770
116045,2014,"['Indie', 'Casual', 'Simulation']",333200
116046,2014,"['Action', 'Adventure', 'LEGO']",327173
116047,2014,"['Adventure', 'Casual', 'Point & Click', 'Comedy']",336760
116049,2014,"['Action', 'Free to Play']",338650
116050,2014,"['Strategy', 'RPG', 'Warhammer 40K', 'Games Workshop', 'Turn-Based Tactics', 'Tactical']",335260
116051,2014,['Simulation'],325135
116052,2014,"['Action', 'Adventure', 'Indie']",334180
116053,2014,"['Adventure', 'Action', 'Classic', 'Third Person', 'Open World', 'RPG', 'Voxel', 'Sci-fi', 'Singleplayer', 'Remake', 'Great Soundtrack']",336610
116054,2014,"['Indie', 'Action']",339080
116055,2014,"['RPG', 'Massively Multiplayer', 'Free to Play']",334111
116056,2014,"['RPG', 'Massively Multiplayer', 'Free to Play']",334110
116057,2014,"['RPG', 'Massively Multiplayer', 'Free to Play']",334112
116058,2014,"['RPG', 'Massively Multiplayer', 'Free to Play']",333891
116059,2014,"['RPG', 'Massively Multiplayer', 'Free to Play']",334113
116060,2014,"['RPG', 'Massively Multiplayer', 'Free to Play']",333892
116061,2014,"['RPG', 'Massively Multiplayer', 'Free to Play']",333890
116062,2014,"['Casual', 'Indie', 'Puzzle', 'Physics']",336700
116063,2006,"['Simulation', 'Flight', 'Realistic', 'Multiplayer', 'Open World', 'Singleplayer', 'Moddable', 'Adventure', 'Atmospheric', 'First-Person', 'Action', 'Difficult', 'Massively Multiplayer', 'Co-op', 'Strategy', 'Third Person', 'Local Multiplayer', 'Military', 'Sandbox', 'Fishing']",314160
116064,2014,['Action'],331357
116065,2014,"['Action', 'RPG', 'FPS', 'Female Protagonist']",337661
116066,2014,['Action'],331358
116067,2014,"['Action', 'RPG', 'FPS', 'Stealth']",337660
116068,2014,"['Strategy', 'Indie', 'Simulation', '4X', 'Turn-Based', 'Sci-fi', 'Singleplayer', 'RPG', 'Turn-Based Strategy', 'Retro', 'Tactical', 'City Builder', 'Space']",334270
116069,2014,"['Early Access', 'Rogue-like', 'Rogue-lite', 'Pixel Graphics', 'Indie', 'RPG', 'Adventure', 'Action', 'Procedural Generation', 'Platformer', '4 Player Local', '2D', 'Perma Death', 'Local Co-Op', 'Difficult', 'Multiplayer', 'Metroidvania', 'Co-op', 'Online Co-Op']",323220
